,state,time,id,cov1,cov2
0,1,0.0,1,0,0
1,1,0.711349,1,0,0
2,2,1.3976673889160156,1,0,0
3,1,0.0,2,0,0
4,1,1.071702,2,0,0
5,2,1.3652222188313805,2,0,0
6,1,0.0,3,0,0
7,1,0.520442,3,0,0
8,2,1.482583329942491,3,0,0
9,1,0.0,4,0,0
10,1,10.747576,4,0,0
11,2,10.95495347764757,4,0,0
12,1,0.0,5,0,0
13,1,1.076321,5,0,0
14,2,11.17749972873264,5,0,0
15,1,0.0,6,0,0
16,1,4.781426,6,0,0
17,2,11.263286810980905,6,0,0
18,1,0.0,7,0,0
19,1,4.348632,7,0,0
20,2,10.708009101019968,7,0,0
21,1,0.0,8,0,0
22,1,0.079798,8,0,0
23,2,0.0847222222222222,8,0,0
24,1,0.0,9,0,0
25,1,0.046886,9,0,0
26,2,0.3219444444444444,9,0,0
27,1,0.0,10,0,0
28,1,0.604814,10,0,0
29,2,1.133888888888889,10,0,0
30,1,0.0,11,0,0
31,1,4.30188,11,0,0
32,2,4.975462985568576,11,0,0
33,1,0.0,12,0,0
34,1,9.505294,12,0,0
35,2,14.308699094984268,12,0,0
36,1,0.0,13,0,0
37,1,9.163359,13,0,0
38,2,11.943286810980904,13,0,0
39,1,0.0,14,0,0
40,1,5.093743,14,0,0
41,2,12.165833062065971,14,0,0
42,1,0.0,15,0,0
43,1,10.919432,15,0,0
44,2,12.251620144314236,15,0,0
45,1,0.0,16,0,0
46,1,0.755022,16,0,0
47,2,11.6963424343533,16,0,0
48,1,0.0,17,0,0
49,1,0.599251,17,0,0
50,2,0.9883333333333332,17,0,0
51,1,0.0,18,0,0
52,1,0.517168,18,0,0
53,2,12.293577846950956,18,0,0
54,1,0.0,19,0,0
55,1,0.299331,19,0,0
56,2,0.6108333333333333,19,0,0
57,1,0.0,20,0,0
58,1,0.478474,20,0,0
59,2,0.8480555555555556,20,0,0
60,1,0.0,21,0,0
61,1,0.791936,21,0,0
62,2,0.8791666666666667,21,0,0
63,1,0.0,22,0,0
64,1,1.358586,22,0,0
65,2,1.8369239383273648,22,0,0
66,1,0.0,23,0,0
67,1,5.271699,23,0,0
68,2,9.006972223917645,23,0,0
69,1,0.0,24,0,0
70,1,0.391429,24,0,0
71,2,0.5625,24,0,0
72,1,0.0,25,0,0
73,1,3.267607,25,0,0
74,2,8.018638890584311,25,0,0
75,1,0.0,26,0,0
76,1,0.446818,26,0,0
77,2,0.47,26,0,0
78,1,0.0,27,0,0
79,1,0.236157,27,0,0
80,2,0.2664351844787597,27,0,0
81,1,0.0,28,0,0
82,1,0.110128,28,0,0
83,2,0.141157406700982,28,0,0
84,1,0.0,29,0,0
85,1,0.470196,29,0,0
86,2,0.8585906049940323,29,0,0
87,1,0.0,30,0,0
88,1,5.842199,30,0,0
89,2,8.028638890584311,30,0,0
90,1,0.0,31,0,0
91,1,0.356058,31,0,0
92,2,0.76875,31,0,0
93,1,0.0,32,0,0
94,1,0.146259,32,0,0
95,2,7.040305557250978,32,0,0
96,1,0.0,33,0,0
97,1,0.045371,33,0,0
98,2,0.9221061526404488,33,0,0
99,1,0.0,34,0,0
100,1,0.222079,34,0,0
101,2,0.6272222222222222,34,0,0
102,1,0.0,35,0,0
103,1,0.476048,35,0,0
104,2,0.4783333333333333,35,0,0
105,1,0.0,36,0,0
106,1,0.327726,36,0,0
107,2,0.6744444444444444,36,0,0
108,1,0.0,37,0,0
109,1,1.551117,37,0,0
110,2,4.516018541124132,37,0,0
111,1,0.0,38,0,0
112,1,1.114436,38,0,0
113,2,13.84925465053982,38,0,0
114,1,0.0,39,0,0
115,1,3.152555,39,0,0
116,2,5.870277777777778,39,0,0
117,1,0.0,40,0,0
118,1,3.028672,40,0,0
119,2,12.860921317206488,40,0,0
